Soil_Type,Additive_Type,Additive_Proportion (%),Moisture_Content (%),Comp_Strength (MPa)
Silt,Fly Ash,10.223832005349506,10.744779833081635,2.784103982920586
Silt,Cement,12.709842337397163,10.9261624091198,5.0
Silt,Fly Ash,16.754795191117147,9.672155020998199,3.3057354282059976
Clay,Lime,10.948141734819053,5.841863792727238,5.0
Silt,Cement,14.331300503418102,5.357478694668276,5.0
Clay,Fly Ash,17.93545563120118,24.75444779472063,2.3633144993472874
Silt,Cement,19.242809354864633,13.555462674717248,4.064239284209486
Gravel,Lime,7.206102213935569,12.686532943193633,0.8128685409399661
Gravel,Cement,18.89881437742242,18.5929456538614,5.0
Sand,Cement,12.381744396193072,9.365077757301282,5.0
Gravel,Cement,8.873665824484375,23.99922367900451,1.9117708267143023
Sand,Cement,11.88703634357392,20.726900288311043,1.526704256246838
Gravel,Lime,19.700488629282155,6.78822004624519,5.0
Clay,Bitumen,12.389271409893045,13.351615515698567,4.150448572693261
Gravel,Cement,9.931274154312623,22.582366151243292,2.261644848983459
Sand,Cement,14.501012814750887,23.894640445828205,4.978212069659673
Sand,Fly Ash,8.602184281672896,14.348030224997395,1.6114122531368695
Silt,Cement,6.137949921629959,17.268227784214154,4.160180158740321
Clay,Fly Ash,6.933195828659739,8.340678921841505,2.3382392728899752
Gravel,Bitumen,6.920687584366586,24.823372522739533,1.3408082601010094
Silt,Lime,7.278540402684415,9.633434027668867,4.927664900939504
Gravel,Lime,7.082407589741152,23.854635482702513,2.607159955014785
Gravel,Bitumen,14.613121172048219,17.992932979847367,5.0
Silt,Lime,7.728201265987172,17.154735897577183,0.5
Silt,Bitumen,10.185009249857949,15.253770220330171,1.6942717987711453
Silt,Bitumen,18.45182614859018,9.613396234355173,5.0
Silt,Bitumen,12.109424603943086,8.530560640110165,5.0
Silt,Lime,15.013366077815407,9.409724181403508,4.389116822724233
Gravel,Fly Ash,7.584798068024448,8.72876524288509,2.796252070776127
Silt,Bitumen,7.884335282130062,20.591689471335066,0.6929768190832308
Clay,Cement,5.6130292439971825,12.002505183334602,4.609112424745592
Sand,Lime,7.534025946082468,6.156853531267927,2.351714948112712
Silt,Bitumen,9.17885508547938,24.382052602816227,1.1761546399287524
Silt,Bitumen,7.655157264151202,22.675717699268514,0.9526554146556807
Gravel,Cement,6.330538006355834,23.55504566390426,0.8603857060549442
Silt,Fly Ash,6.809538066509012,24.898156452928706,0.5
Silt,Fly Ash,11.911681520490887,8.477904984389745,5.0
Silt,Fly Ash,8.095005776086888,12.924840378053176,0.6275023709372063
Gravel,Bitumen,10.464047915721132,20.164769514081826,4.747876197501194
Silt,Bitumen,12.551259062822854,18.920412361075844,2.8284724787238678
Sand,Bitumen,15.35592242944048,8.077918126797101,5.0
Gravel,Lime,5.589682097616484,21.316662499812356,2.3856986140643257
Sand,Cement,16.99115598363564,9.488811436733213,5.0
Gravel,Bitumen,14.418505842363617,9.476352296452461,5.0
Silt,Cement,6.226385479233079,15.739488457868271,1.6193961079295378
Sand,Cement,18.103679361601657,16.858798696834064,3.43371349525136
Gravel,Fly Ash,18.813086007977198,16.601724156756223,5.0
Clay,Lime,5.916169397822956,6.829736747955097,5.0
Silt,Bitumen,9.153164722208055,22.54921725260761,3.3273543576037437
Gravel,Fly Ash,17.09301919689592,10.31200085177412,5.0
Clay,Fly Ash,16.223895355754877,7.5902984256560835,5.0
Gravel,Bitumen,7.76781529034566,22.774961597379544,1.6736130790859982
Clay,Cement,8.140239850050655,24.113029964595068,0.5
Silt,Fly Ash,10.55708154187073,22.24255234530901,3.72518459002856
Sand,Cement,12.26784477786532,21.19032149449756,4.98269035179185
Clay,Lime,14.27382157295444,18.104839612780435,2.941722854335061
Gravel,Cement,10.533704593546586,16.017147412182787,4.87070621214526
Silt,Lime,11.938020741997217,6.739735198228203,3.6169876766163576
Clay,Cement,16.21206407200635,13.169064261413974,4.620920812029714
Gravel,Fly Ash,5.550248043358969,12.45377034024628,1.0015816432257088
Gravel,Fly Ash,8.786554165160311,10.195075675206525,3.252374675477785
Gravel,Lime,15.700243788268287,19.468402273771698,4.644092579940031
Clay,Bitumen,18.428102565307988,14.917514701575417,4.420120542840277
Clay,Lime,12.67516163173499,6.620924318152959,4.775522759144282
Clay,Lime,12.981702278979736,9.403664038996226,5.0
Sand,Cement,6.607580170096641,18.66517527319192,3.894990045708477
Clay,Cement,11.71118550235182,6.522617189806004,3.346444577775724
Clay,Lime,12.989258996825347,22.024138280975375,2.83400352818249
Clay,Fly Ash,8.637057554520945,14.902930540279486,1.2935380300110804
Sand,Cement,9.038648464240715,14.61173154653296,5.0
Clay,Bitumen,10.65926244656934,16.84815569319035,4.8810894473429
Gravel,Cement,5.3010679666658955,21.493619318502983,2.276307396474021
Clay,Cement,9.831187483747675,11.956184158043861,4.38677906551567
Gravel,Bitumen,8.17172010494817,18.56032305118127,2.6858124033689026
Gravel,Lime,9.91246028266872,16.314639279915824,4.626628224083722
Gravel,Bitumen,6.796431977288768,10.340565403388426,0.7261241373381985
Sand,Lime,18.357909211098423,22.57259972710316,4.974166276482579
Sand,Lime,13.90388680331073,20.94852043213856,2.017589918636304
Sand,Lime,15.186534787167345,18.169036693168508,5.0
Clay,Bitumen,16.837568579110076,22.011634581884838,5.0
Gravel,Lime,12.47663298393586,22.34588401919605,4.194682899784793
Sand,Fly Ash,6.303804321311356,19.167259534300698,0.5
Sand,Bitumen,13.056598127278217,21.74026656727344,2.8562204914603897
Clay,Fly Ash,13.802616770313186,18.949429233385672,2.7544963237871194
Sand,Lime,16.18159211276495,18.602815435206008,3.3760218853449544
Clay,Cement,11.47489319344519,17.372227564303685,1.7884350932973085
Silt,Lime,6.913704541933456,20.054332791152824,5.0
Sand,Fly Ash,9.256638586980866,8.172102105861473,3.9599107168244325
Silt,Fly Ash,10.446234445979528,22.61741518397857,1.2151001164238338
Clay,Bitumen,14.688758619974019,22.43687055490464,3.534021829982102
Gravel,Cement,13.561674570033679,5.584945660691183,4.606061198232579
Sand,Bitumen,10.341450888467694,21.516335011295254,2.032996403679773
Clay,Fly Ash,19.797728731894694,7.577397349468904,5.0
Gravel,Lime,14.086622290353308,11.702377085182839,5.0
Gravel,Cement,8.558401876039916,19.870165125832155,2.415732894548923
Silt,Lime,6.526737089306057,8.215197920966164,5.0
Clay,Lime,7.2928870877649805,21.359340482381242,3.7493055190573363
Gravel,Cement,8.689365925767621,21.64268355915484,1.3666280524155712
Sand,Bitumen,7.410220598893336,15.149354675216724,4.437043932869695
Sand,Lime,7.798505360769586,5.127717434336672,2.327131018292934
Silt,Fly Ash,9.276427530407705,10.740762663498256,4.829959589150119
Gravel,Lime,7.600603929421323,17.338538367514843,2.368477010221142
Clay,Cement,18.451481369396376,24.62372356054847,5.0
Sand,Cement,6.203506184924633,17.636270540333367,3.415609937412819
Gravel,Cement,12.867670843553821,10.196071621283195,5.0
Gravel,Bitumen,11.155952404844923,17.680114061992228,4.250334315594515
Silt,Lime,19.735679253629094,15.799707594317109,4.642250116375864
Sand,Bitumen,6.680583532520785,20.596907903022874,0.5
Sand,Bitumen,10.967833985686124,7.139612776539169,4.712108162324096
Clay,Cement,19.54205649913053,20.22055805004056,3.0554828210754135
Sand,Cement,17.982606888409705,15.825331573522206,5.0
Clay,Bitumen,17.256081064239197,24.25984007717989,3.072971171606019
Sand,Lime,8.868542405674098,11.837443320773723,5.0
Silt,Fly Ash,7.563313810850987,17.652437862678962,3.5317642749273204
Sand,Bitumen,15.029648298866466,23.64056211020035,4.034880680889589
Clay,Lime,18.94063983691379,7.050194559813585,3.6526283291665402
Clay,Cement,13.351443395208946,23.744569744729024,4.140995414006092
Silt,Cement,13.574190342048498,18.757714446016266,5.0
Sand,Lime,9.199686404904263,6.356741182103438,4.751348483746684
Sand,Fly Ash,16.542393997879053,11.019271338936324,5.0
Silt,Cement,7.80565622836285,19.16344177290563,3.502020310850481
Sand,Cement,9.855188546063655,6.347012029375434,2.658136410503635
Sand,Cement,11.381546579246251,16.643409203525465,3.9544548908862898
Clay,Lime,12.614155680266826,11.917661139059135,3.161372080027574
Sand,Bitumen,8.636145986226204,17.41831035534954,1.2632656178078003
Sand,Cement,6.722552371088053,5.9148406762502574,3.3945301217956914
Silt,Bitumen,14.159300636624488,22.430736123047524,1.6461089922247891
Silt,Fly Ash,9.329458298603836,24.469779383547937,0.5
Gravel,Cement,13.718573321339184,24.37755710571383,1.9147303011767267
Clay,Cement,7.315440729113035,19.993036634858495,2.9461863379884212
Sand,Fly Ash,12.217101527822262,7.601724802612639,4.995068396596219
Sand,Cement,12.988841488273788,20.16526391858045,5.0
Gravel,Bitumen,5.777353052336403,5.49173832917603,2.137220781607043
Sand,Lime,10.049064172908809,5.442471030579945,3.6243396301699256
Clay,Bitumen,7.016220154084614,11.472204382990824,3.7204912478804175
Gravel,Lime,5.950624557091516,14.772863808093316,2.1219168721432213
Clay,Lime,19.84940348584918,20.408148356155863,3.380994214333567
Gravel,Bitumen,9.835307674620845,18.665907532130106,4.290328326811409
Gravel,Bitumen,17.148116687819524,13.918054127534967,4.167446972895631
Silt,Bitumen,8.819609821456458,10.472533325633318,4.824796693453889
Clay,Bitumen,15.22254083335894,24.942490003154223,4.3472278276840015
Sand,Fly Ash,16.403417898345296,13.523626044719459,3.1501496337268264
Sand,Cement,13.934581109117664,14.02774048659351,1.3592325892136043
Clay,Lime,12.073642828252375,8.272476423833384,5.0
Sand,Bitumen,11.177613712209027,20.89619097499859,2.2933822542457913
Sand,Bitumen,10.23302399814493,18.87364451562977,2.006448786589557
Clay,Bitumen,18.94293716371739,9.415392255775208,5.0
Gravel,Fly Ash,17.459291116815937,6.647620912316854,3.648711060007395
Clay,Bitumen,19.47540365999769,18.60998604149426,5.0
Gravel,Bitumen,6.864458352283171,18.090224285622703,4.512225628765951
Sand,Bitumen,15.963012128054665,10.465190539964187,4.569919360801556
Sand,Cement,19.075106852315567,24.017271245008207,2.2420917241874494
Sand,Fly Ash,7.718495992484902,8.021157835618006,1.8851193699547313
Silt,Bitumen,5.997444010501662,13.646696020852039,1.3283220712202843
Gravel,Lime,16.116809739350884,23.872318403351976,1.1308250014725365
Silt,Lime,13.617096697698678,13.394546338522446,4.692806197858442
Silt,Lime,17.62743165137408,17.77051895328171,2.5102291280077216
Clay,Fly Ash,7.096585649394342,12.951887959255885,2.701876798368704
Silt,Fly Ash,16.929009677898353,10.484304046973401,5.0
Clay,Lime,8.024409800716167,24.679552959196563,2.596634145164744
Clay,Bitumen,7.454839142985568,13.18668012630086,3.3992345016922294
Silt,Fly Ash,7.463986968964894,22.88198407358269,0.5
Gravel,Lime,17.21862080347073,9.599092117821723,5.0
Gravel,Lime,14.977958310443002,9.262094080501665,4.9822887181081175
Gravel,Bitumen,12.84598137153679,5.622681657690228,3.695527586312542
Gravel,Cement,10.382457261852537,18.033336507517703,1.2067499584247032
Gravel,Fly Ash,18.158008112196626,12.370526874475223,5.0
Silt,Bitumen,10.886676611339531,22.28716499679274,2.6322369974941737
Silt,Lime,17.248991592073658,14.464198133831143,4.049405031236633
Sand,Lime,11.587023628553276,24.363868558294435,1.0983487140061428
Gravel,Bitumen,10.654166441373613,8.710510314062423,3.680879182822361
Silt,Fly Ash,11.940196785044098,22.372463359112217,4.2946471533652115
Sand,Cement,9.52066811246213,20.531937055834835,3.987874667660485
Gravel,Cement,16.214140702643768,20.41843689288104,5.0
Clay,Lime,12.540805851387187,21.895664562337753,0.5
Sand,Fly Ash,8.48319042720226,20.220479818859978,1.8877561275300718
Silt,Cement,18.493618599118527,17.524406432628307,4.214318830518087
Clay,Fly Ash,10.758368320598171,7.6248975536477515,2.513552723757913
Clay,Fly Ash,13.153292916709828,5.650523589825038,3.7454214880480867
Clay,Lime,18.597081664468206,23.416956956313737,5.0
Sand,Cement,14.363569938709881,17.33300629041476,2.2260766275736854
Silt,Bitumen,6.753470610625461,20.930745819523526,1.8123117482541709
Clay,Lime,19.097481854202126,14.630447030251002,3.0680028955864804
Gravel,Cement,14.415620796071268,7.34616377924789,1.8014814290590118
Clay,Cement,10.023584219856293,7.503715844051008,2.0476838472613497
Clay,Cement,7.089081089950809,18.711305744579427,4.571680866133203
Sand,Cement,16.91037783905444,13.606117897989254,5.0
Sand,Cement,14.301091338927703,9.010494534006735,5.0
Silt,Fly Ash,13.001916379644824,14.831890934828738,4.26005653715278
Gravel,Lime,18.408388745764363,6.284178741502682,3.8055422432096506
Sand,Fly Ash,16.82895816836796,16.639428038287974,4.741063036219188
Clay,Bitumen,7.275123195991267,10.379868088701954,3.767846149975594
Silt,Cement,9.675831016933223,20.951182012743764,4.588074532373306
Clay,Lime,8.727337097216985,11.207239178471475,1.431849791172434
Clay,Cement,16.159194388590155,14.104402981636024,4.072887583444787
Sand,Lime,5.502986521036691,5.232410798162013,0.6766675148494137
Silt,Fly Ash,13.548345273069748,6.448937755891178,3.6662402904088918
Gravel,Lime,16.43688028611036,12.849871128133696,5.0
Gravel,Bitumen,18.151484551426243,14.59877669434247,4.318911059434859
Sand,Bitumen,10.131226230738612,17.000410962386074,2.4520729495189246
Sand,Lime,17.318859570080193,10.833251574186065,4.694015951641975
Silt,Lime,6.659476054328108,18.89963772253085,1.897013905535437
Gravel,Lime,17.696784376017774,22.20244794378409,5.0
Gravel,Lime,6.912329934979736,20.597019777866997,3.9214724454236665
Gravel,Bitumen,10.959309358405509,5.792376506967143,5.0
Clay,Cement,16.959430486693304,14.610138945156578,5.0
Gravel,Lime,7.248761410231607,7.098603568363497,3.364689145949164
Clay,Lime,8.438770928489623,9.840900317250549,4.250976265220178
Silt,Bitumen,15.833788525895994,24.73325186534293,3.172071388366594
Clay,Bitumen,15.800548048191116,7.849910858030265,4.375243534670705
Silt,Fly Ash,14.617214493279459,14.977763069027121,5.0
Gravel,Lime,15.4092266670065,17.36311468636238,2.4950207520521475
Gravel,Fly Ash,13.140866650213942,19.049299410882078,5.0
Silt,Bitumen,8.776985883604292,16.192973669738283,2.4065297132381147
Sand,Bitumen,10.185439902558791,5.195416948383674,5.0
Silt,Cement,7.723965752021385,11.529226164879837,3.2871000801819847
Sand,Lime,18.626758420004425,15.354232867694229,5.0
Clay,Fly Ash,13.750876921491807,6.7573299828966675,5.0
Clay,Bitumen,11.012771251454598,12.012538624183616,4.159943090656566
Clay,Bitumen,11.930087054661989,5.664062175827331,2.555276620153304
Gravel,Fly Ash,19.20925009417723,6.571569943100415,5.0
Clay,Cement,7.300271046741203,12.93846552403192,1.0676057067512552
Sand,Bitumen,13.793447480251958,7.654315080861207,5.0
Clay,Lime,12.58833018326699,16.35081696523116,3.7675111797860175
Silt,Bitumen,14.171813531519717,18.789299382745313,4.002620204004024
Silt,Lime,5.271652757312608,21.011733982181656,0.5
Gravel,Fly Ash,18.081858634162273,9.003004884896201,3.164547886441699
Silt,Lime,18.981774237254186,8.349651645181396,5.0
Sand,Fly Ash,13.476997753838134,7.091356806688005,3.0242405630286995
Clay,Lime,15.449762358153384,17.728604990872732,1.8146335925651658
Gravel,Fly Ash,18.837490717659435,19.129514529738024,3.296690275419834
Clay,Lime,15.60857951470098,5.631722896512841,5.0
Clay,Cement,7.28808564371392,23.724244924873798,3.363557340625936
Sand,Lime,13.644325402502197,6.039425673029449,4.714845010478273
Silt,Lime,14.100725695742838,15.82592670602141,2.736652479802553
Silt,Cement,11.36196006953579,19.18121038901833,3.1241681588938124
Clay,Bitumen,16.046663534370843,22.41938247492171,4.828312092397839
Gravel,Bitumen,19.01550522153522,19.281738642648556,5.0
Silt,Lime,18.883527693601643,21.034561661395838,3.1367903473699608
Gravel,Cement,11.762590571061981,11.78900385085612,2.38995536739489
Silt,Lime,6.698570687611329,21.296502274930244,0.5582484703194202
Gravel,Fly Ash,19.77261798443502,6.602296927693503,5.0
Sand,Fly Ash,17.583471296689012,22.896333121210553,4.292471940595468
Gravel,Lime,6.869940218049003,15.951847523074726,2.1236823402039224
Sand,Bitumen,18.812628239260583,21.345955399249874,1.3909364385484
Sand,Bitumen,18.048445430931924,14.046365690366002,3.591098122964536
Gravel,Lime,12.78257085689108,17.871553903930497,5.0
Sand,Lime,13.869131536173938,15.528053218722263,2.5050392689033534
Clay,Fly Ash,10.985040558051953,19.631790435106637,3.989926089394036
Sand,Bitumen,5.82142458233047,6.632599640611792,3.259158678006134
Silt,Lime,10.027958624688514,6.207041679811276,3.4961554202502394
Gravel,Fly Ash,17.042801728970172,9.942064680202929,3.6859294155608695
Clay,Bitumen,5.069480345069043,8.190893602263767,1.6308758566394308
Gravel,Cement,10.002487575367162,22.435671331844034,3.679643111123733
Silt,Fly Ash,10.97253040386415,9.384279747160885,5.0
Silt,Bitumen,13.060934044068842,24.517305116382627,3.276941424821443
Silt,Bitumen,18.797834246191407,11.737915835422136,5.0
Sand,Fly Ash,10.195189915489419,8.642358313773986,1.0218635610523732
Sand,Cement,10.204298028443414,20.79397014284958,4.416727057330357
Gravel,Fly Ash,16.062518721646228,18.17415551001752,5.0
Gravel,Bitumen,11.783269113347107,14.96391432906278,3.4857529666916007
Clay,Lime,8.36907234409973,16.107271018752627,4.35577941311955
Clay,Lime,11.7865927419904,19.384035565445277,3.3311500156405547
Gravel,Fly Ash,7.112855305696998,9.569094826625975,3.573360661929948
Sand,Bitumen,7.64580479759335,24.926678321134837,3.042903014247884
Silt,Lime,12.475516591092196,24.495863242935663,3.793679280369669
Gravel,Bitumen,11.28388174256822,18.00651372693874,4.122309231043577
Clay,Fly Ash,18.7226885160215,8.990849018582903,3.6849639864584516
Sand,Lime,10.435908486749497,18.604564848625827,2.2417028540234196
Gravel,Bitumen,13.708825254170652,6.443968179583517,5.0
Gravel,Lime,14.483964318792955,5.613050044116122,3.8494692475497816
Sand,Fly Ash,5.196416848825004,10.153657770224275,1.980476254748099
Gravel,Bitumen,14.953060580250659,14.252459134786326,3.9549072738574655
Sand,Lime,7.670539503046271,22.36545010816761,1.7307038638148604
Silt,Fly Ash,19.416054762041828,19.54338139532616,5.0
Sand,Lime,7.2299409162966946,19.85413042399962,4.07501837937701
Sand,Lime,11.219361855905355,13.509866688961507,3.275326490783551
Sand,Cement,6.280245021179658,11.918699850939259,1.3913949364667562
Gravel,Cement,19.95311377768921,12.420775259692054,3.9894222749237747
Gravel,Fly Ash,12.532925154968638,24.752991274721158,4.870925156718692
Sand,Cement,13.930775259800656,5.80218382824965,5.0
Gravel,Fly Ash,6.006147160826412,22.340629922448972,1.3403093102899266
Clay,Cement,16.249407055987668,16.57350817144787,5.0
Clay,Lime,8.148583896433786,13.77230838379181,4.574999852540924
Gravel,Fly Ash,18.470814341610705,19.50515320830273,5.0
Gravel,Fly Ash,8.077094607230109,14.733378828494057,3.9918123639403613
Sand,Lime,7.860315809954999,22.46846476163321,0.5
Silt,Fly Ash,5.548245017721423,23.01403728022517,2.1089714516804925
Gravel,Fly Ash,12.081004176649989,13.434418537469108,3.7166582666985706
Clay,Cement,13.472616998939246,10.536555944701032,5.0
Sand,Fly Ash,5.985629591425285,16.847006571867244,4.406283381421908
Gravel,Bitumen,16.63291425042516,23.24726691233382,5.0
Clay,Lime,11.799332521220414,9.21324378011333,5.0
Clay,Cement,12.8658540399137,17.459331671269656,1.2251382363930858
Silt,Cement,11.611441204073422,17.63120440185041,3.240452035798855
Sand,Bitumen,11.01144591312989,19.66226044830562,4.773185089701584
Sand,Lime,13.394604969623268,7.631353702545196,5.0
Silt,Lime,7.328603688960688,19.31649929364177,0.5
Silt,Cement,7.728921957429067,23.18065041331282,0.5
Sand,Fly Ash,17.92678431520276,8.59366217740484,2.8291202206577024
Sand,Cement,19.19173193200449,9.750866498477553,5.0
Gravel,Lime,10.599639744196294,24.427901880832792,3.3208002322423296
Gravel,Bitumen,9.061170097153306,8.619539054189795,2.53070469446528
Silt,Cement,14.659993148585237,22.087701867391583,4.536606896136107
Gravel,Lime,11.131012566471446,14.845557128960696,4.565118130655408
Clay,Cement,5.380795334905173,9.944621488063541,2.614160108249643
Gravel,Fly Ash,7.342288960492855,22.414998025450227,2.02402330332681
Gravel,Cement,15.739583432710964,13.90610510005331,5.0
Clay,Cement,14.88385912865227,15.296347078593804,5.0
Silt,Lime,5.406439887552253,12.184667387995313,1.0870144724194035
Clay,Lime,8.329582428994241,16.85901702869855,3.270963362412827
Gravel,Lime,8.46612194882107,8.270477451700454,4.23350527542955
Silt,Cement,15.078391153980926,12.821630733035214,5.0
Gravel,Fly Ash,5.295658066315462,24.38824644670575,3.305789735007651
Clay,Bitumen,6.561628729768607,10.16266865402255,3.4696206330481005
Clay,Bitumen,16.99874128059784,18.134733290825842,2.933467115079849
Gravel,Lime,7.678169930815004,11.503801284493898,3.196109078485382
Sand,Lime,14.79119161777812,20.46946251373201,1.9961775238740165
Sand,Cement,8.572741715700898,7.6174732143669965,2.611847488786231
Clay,Bitumen,6.491620891390177,24.396420901570895,2.7817850758815186
Clay,Lime,8.647582864991811,14.075790827672785,5.0
Sand,Fly Ash,15.834003977834888,9.72100926692928,3.2755647876390754
Sand,Fly Ash,17.835447021594284,6.469934946600253,5.0
Gravel,Lime,17.453297968504874,8.395158101750814,5.0
Gravel,Lime,10.957752944276823,15.395478971120353,1.8853578795515573
Sand,Bitumen,15.021277048559693,11.740063528625726,5.0
Gravel,Bitumen,8.074764431237314,21.57766731765219,3.241375579773291
Gravel,Cement,9.397215953915198,13.617750473236118,4.352627795016318
Silt,Bitumen,18.445037277816795,9.974285451752598,4.011993354363229
Gravel,Fly Ash,5.19502885266104,17.342899732080603,0.5174301223065343
Clay,Fly Ash,6.282627962817021,19.135544337708914,4.000994939333796
Gravel,Lime,8.11829382719041,8.340838158018997,3.3307281127989476
Gravel,Bitumen,5.397983058107296,8.352384325766353,0.5
Sand,Cement,7.7215315263469595,5.733428538670859,4.597591224506982
Clay,Fly Ash,13.745623414545383,19.72804030131281,2.1224407965942804
Gravel,Fly Ash,11.32136825888747,18.276090552436102,3.2246295118350803
Gravel,Cement,18.390075666154623,14.492617514996278,5.0
Silt,Cement,17.261653426076613,21.883408979383944,5.0
Gravel,Fly Ash,10.127260275468139,21.113403059001065,2.181464587117481
Gravel,Fly Ash,8.891351501469387,16.707087287935042,2.051306844713586
Silt,Cement,10.695386122509003,22.365425610265174,1.2153079274001128
Sand,Fly Ash,13.854424137722116,9.116824200735365,3.9949825913665227
Gravel,Lime,9.020954612343143,7.2383923879545575,5.0
Silt,Lime,14.36223361773701,10.394992230339792,5.0
Clay,Cement,11.141174782868607,6.1417371217862975,3.8162444723035334
Sand,Bitumen,13.280707712779703,15.62339056002064,3.5138811156956553
Clay,Cement,11.54189793702975,23.732113845899228,3.608850782901588
Clay,Cement,9.416986393128765,5.786870813370193,5.0
Silt,Bitumen,19.22679960443235,7.442198280200536,5.0
Gravel,Bitumen,16.454086912396413,14.043980565668706,4.445063328853075
Silt,Bitumen,7.101697636496788,23.6775003505581,0.5
Silt,Lime,18.027019638468694,11.32312209953501,5.0
Silt,Fly Ash,12.311467973742705,15.144696173767848,1.5596742609503975
Silt,Lime,18.418283403411372,5.831457181007842,5.0
Sand,Fly Ash,16.997828839209728,7.966864019241777,4.5083386863594335
